OBJECTID,DEPARTAMEN,PROVINCIA,DISTRITO,CAPITAL,POBTOTAL,PPOBTOTAL,POBRURAL,PPOBRURAL,POBURBANA,PPOBURBAN,VIV_TOT,PVIVTOT,VIVRURAL,PVIVRUR,VIVURBANA,PVIVURBAN,INDIRURAL,PINDIRUR,AFRORURAL,PAFRORUR,INDIURBAN,PINDIURB,AFROURBAN,PAFROURB,PORURCNBI,PPORUCNBI,VIRURCNBI,PVIRUCNBI,HORURCNBI,PHORUCNBI,MURURCNBI,PMURUCNBI,INDRUCNBI,AFRRUCNBI,RESRUCNBI,PRUPRUNBI,TOTINDIGE,PPOBINDI,PINDRUNBI,TOTAFRO,PPOBAFRO,PAFRRUNBI,GID_3
148,AREQUIPA,CAYLLOMA,LLUTA,LLUTA,718,0,718,100,0,0,734,0.01,734,100,0,0,156,21.73,2,0.28,0,0,0,0,387,53.9,169,23.02,225,0.01,162,0.01,76,2,243,53.9,156,21.73,48.72,2,0.28,100,PER.4.5.11_1
149,AREQUIPA,CASTILLA,TIPAN,TIPAN,432,0,432,100,0,0,376,0,376,100,0,0,24,5.56,10,2.31,0,0,0,0,108,25,26,6.91,57,0,51,0,4,1,73,25,24,5.56,16.67,10,2.31,10,PER.4.4.11_1
150,AREQUIPA,CARAVELI,CARAVELI,CARAVELI,4259,0.01,155,3.64,4104,96.36,1496,0.01,140,9.36,1356,90.64,46,29.68,0,0,703,17.13,121,0.02,78,50.32,25,17.86,48,0,30,0,17,0,39,50.32,749,17.59,36.96,121,2.84,0,PER.4.3.6_1
151,AREQUIPA,CONDESUYOS,RIO GRANDE,IQUIPI,3263,0.01,3263,100,0,0,1680,0.02,1680,100,0,0,863,26.45,62,1.9,0,0,0,0,2096,64.24,738,43.93,1112,0.06,984,0.05,466,29,1100,64.24,863,26.45,54,62,1.9,46.77,PER.4.6.6_1
152,AREQUIPA,CARAVELI,CHALA,CHALA,9240,0.03,301,3.26,8939,96.74,4807,0.05,48,1,4759,99,114,37.87,5,1.66,2521,28.2,308,0.04,30,9.97,18,37.5,17,0,13,0,16,0,8,9.97,2635,28.52,14.04,313,3.39,0,PER.4.3.7_1
153,AREQUIPA,CAYLLOMA,ACHOMA,ACHOMA,841,0,841,100,0,0,594,0.01,594,100,0,0,684,81.33,0,0,0,0,0,0,199,23.66,56,9.43,109,0.01,90,0,144,0,2,23.66,684,81.33,21.05,0,0,0,PER.4.5.1_1
154,PUNO,PUNO,PAUCARCOLLA,PAUCARCOLLA,4224,0.01,4224,100,0,0,2495,0.02,2495,100,0,0,3346,79.21,0,0,0,0,0,0,2614,61.88,873,34.99,1268,0.07,1346,0.07,2016,0,43,61.88,3346,79.21,60.25,0,0,0,PER.22.10.10_1
155,AREQUIPA,CASTILLA,UON,UON,207,0,207,100,0,0,151,0,151,100,0,0,50,24.15,1,0.48,0,0,0,0,73,35.27,26,17.22,43,0,30,0,26,0,30,35.27,50,24.15,52,1,0.48,0,PER.4.4.12_1
156,AREQUIPA,CAYLLOMA,MACA,MACA,701,0,701,100,0,0,526,0.01,526,100,0,0,506,72.18,0,0,0,0,0,0,128,18.26,35,6.65,65,0,63,0,86,0,6,18.26,506,72.18,17,0,0,0,PER.4.5.12_1
157,PUNO,SAN ROMAN,CABANILLAS,DEUSTUA,4567,0.02,2145,46.97,2422,53.03,2718,0.03,1646,60.56,1072,39.44,1610,75.06,3,0.14,1713,70.73,0,0,1117,52.07,383,23.27,520,0.03,597,0.03,771,0,31,52.07,3323,72.76,47.89,3,0.07,0,PER.22.12.2_1
158,PUNO,PUNO,ATUNCOLLA,ATUNCOLLA,4555,0.02,4555,100,0,0,1987,0.02,1987,100,0,0,3476,76.31,1,0.02,0,0,0,0,3878,85.14,1358,68.34,1853,0.1,2025,0.11,2906,0,30,85.14,3476,76.31,83.6,1,0.02,0,PER.22.10.3_1
159,AREQUIPA,CAYLLOMA,YANQUE,YANQUE,2117,0.01,2117,100,0,0,1321,0.01,1321,100,0,0,1427,67.41,0,0,0,0,0,0,769,36.32,263,19.91,390,0.02,379,0.02,538,0,48,36.32,1427,67.41,37.7,0,0,0,PER.4.5.19_1
160,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,CHUQUIBAMBA,3290,0.01,460,13.98,2830,86.02,1768,0.02,376,21.27,1392,78.73,84,18.26,4,0.87,617,21.8,89,0.01,200,43.48,49,13.03,100,0.01,100,0.01,46,0,85,43.48,701,21.31,54.76,93,2.83,0,PER.4.6.4_1
161,PUNO,PUNO,COATA,COATA,6588,0.02,6588,100,0,0,3772,0.04,3772,100,0,0,5003,75.94,1,0.02,0,0,0,0,5892,89.44,2148,56.95,2826,0.15,3066,0.17,4439,1,55,89.44,5003,75.94,88.73,1,0.02,100,PER.22.10.6_1
162,AREQUIPA,CAYLLOMA,HUAMBO,HUAMBO,670,0,670,100,0,0,805,0.01,805,100,0,0,89,13.28,2,0.3,0,0,0,0,294,43.88,122,15.16,166,0.01,128,0.01,39,1,181,43.88,89,13.28,43.82,2,0.3,50,PER.4.5.7_1
163,AREQUIPA,CAYLLOMA,CABANACONDE,CABANACONDE,2096,0.01,2096,100,0,0,1627,0.02,1627,100,0,0,1212,57.82,0,0,0,0,0,0,486,23.19,125,7.68,236,0.01,250,0.01,235,0,99,23.19,1212,57.82,19.39,0,0,0,PER.4.5.2_1
164,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,SAN ANTONIO DE CHUCA /3,886,0,886,100,0,0,593,0.01,593,100,0,0,640,72.23,0,0,0,0,0,0,552,62.3,198,33.39,277,0.02,275,0.02,405,0,17,62.3,640,72.23,63.28,0,0,0,PER.4.5.14_1
165,PUNO,PUNO,HUATA,HUATA,3155,0.01,3155,100,0,0,2242,0.02,2242,100,0,0,2429,76.99,0,0,0,0,0,0,2444,77.46,921,41.08,1157,0.06,1287,0.07,1852,0,8,77.46,2429,76.99,76.25,0,0,0,PER.22.10.7_1
166,AREQUIPA,CARAVELI,CHAPARRA,ACHANIZO,3685,0.01,1219,33.08,2466,66.92,1880,0.02,777,41.33,1103,58.67,368,30.19,19,1.56,834,33.82,68,0.01,614,50.37,233,29.99,332,0.02,282,0.02,175,5,264,50.37,1202,32.62,47.55,87,2.36,26.32,PER.4.3.8_1
167,PUNO,SAN ROMAN,CABANA,CABANA,4843,0.02,4843,100,0,0,3039,0.03,3039,100,0,0,3775,77.95,0,0,0,0,0,0,3489,72.04,1314,43.24,1622,0.09,1867,0.1,2662,0,93,72.04,3775,77.95,70.52,0,0,0,PER.22.12.1_1
168,AREQUIPA,CASTILLA,PAMPACOLCA,PAMPACOLCA,2032,0.01,2032,100,0,0,1359,0.01,1359,100,0,0,295,14.52,47,2.31,0,0,0,0,502,24.7,121,8.9,234,0.01,268,0.01,67,4,273,24.7,295,14.52,22.71,47,2.31,8.51,PER.4.4.10_1
169,AREQUIPA,CASTILLA,VIRACO,VIRACO,1545,0.01,1545,100,0,0,925,0.01,925,100,0,0,264,17.09,41,2.65,0,0,0,0,329,21.29,77,8.32,148,0.01,181,0.01,63,10,161,21.29,264,17.09,23.86,41,2.65,24.39,PER.4.4.14_1
170,AREQUIPA,CONDESUYOS,ANDARAY,ANDARAY,677,0,677,100,0,0,387,0,387,100,0,0,213,31.46,9,1.33,0,0,0,0,195,28.8,72,18.6,93,0.01,102,0.01,69,0,87,28.8,213,31.46,32.39,9,1.33,0,PER.4.6.1_1
171,AREQUIPA,CASTILLA,AYO,AYO,242,0,242,100,0,0,209,0,209,100,0,0,31,12.81,1,0.41,0,0,0,0,44,18.18,14,6.7,26,0,18,0,4,0,27,18.18,31,12.81,12.9,1,0.41,0,PER.4.4.3_1
172,AREQUIPA,CAYLLOMA,CHIVAY,CHIVAY,5770,0.02,148,2.56,5622,97.44,2375,0.02,150,6.32,2225,93.68,121,81.76,0,0,3430,61.01,2,0,34,22.97,24,16,18,0,16,0,32,0,0,22.97,3551,61.54,26.45,2,0.03,0,PER.4.5.5_1
173,AREQUIPA,CAYLLOMA,COPORAQUE,COPORAQUE,1089,0,1089,100,0,0,580,0.01,580,100,0,0,717,65.84,0,0,0,0,0,0,285,26.17,66,11.38,142,0.01,143,0.01,157,0,29,26.17,717,65.84,21.9,0,0,0,PER.4.5.6_1
174,AREQUIPA,CONDESUYOS,YANAQUIHUA,YANAQUIHUA,3928,0.01,3928,100,0,0,2126,0.02,2126,100,0,0,1892,48.17,56,1.43,0,0,0,0,1950,49.64,650,30.57,1032,0.06,918,0.05,879,33,502,49.64,1892,48.17,46.46,56,1.43,58.93,PER.4.6.8_1
175,AREQUIPA,CAYLLOMA,ICHUPAMPA,ICHUPAMPA,555,0,555,100,0,0,421,0,421,100,0,0,386,69.55,0,0,0,0,0,0,195,35.14,46,10.93,96,0.01,99,0.01,105,0,25,35.14,386,69.55,27.2,0,0,0,PER.4.5.9_1
176,AREQUIPA,CARAVELI,YAUCA,YAUCA,1877,0.01,1877,100,0,0,1231,0.01,1231,100,0,0,476,25.36,66,3.52,0,0,0,0,734,39.1,207,16.82,362,0.02,372,0.02,195,27,298,39.1,476,25.36,40.97,66,3.52,40.91,PER.4.3.13_1
177,AREQUIPA,CASTILLA,MACHAGUAY,MACHAGUAY,488,0,488,100,0,0,436,0,436,100,0,0,75,15.37,10,2.05,0,0,0,0,227,46.52,90,20.64,113,0.01,114,0.01,23,6,160,46.52,75,15.37,30.67,10,2.05,60,PER.4.4.8_1
178,AREQUIPA,CARAVELI,ATIQUIPA,ATIQUIPA,473,0,473,100,0,0,307,0,307,100,0,0,39,8.25,4,0.85,0,0,0,0,209,44.19,57,18.57,109,0.01,100,0.01,9,0,132,44.19,39,8.25,23.08,4,0.85,0,PER.4.3.3_1
179,PUNO,PUNO,CAPACHICA,CAPACHICA,7540,0.03,7540,100,0,0,4667,0.05,4667,100,0,0,5900,78.25,0,0,0,0,0,0,3970,52.65,1553,33.28,1881,0.1,2089,0.12,3190,0,21,52.65,5900,78.25,54.07,0,0,0,PER.22.10.4_1
180,PUNO,LAMPA,CABANILLA,CABANILLA,5352,0.02,5352,100,0,0,3273,0.03,3273,100,0,0,4011,74.94,0,0,0,0,0,0,3417,63.85,1357,41.46,1611,0.09,1806,0.1,2559,0,179,63.85,4011,74.94,63.8,0,0,0,PER.22.7.1_1
181,AREQUIPA,CAYLLOMA,MADRIGAL,MADRIGAL,648,0,648,100,0,0,557,0.01,557,100,0,0,506,78.09,0,0,0,0,0,0,119,18.36,28,5.03,61,0,58,0,86,0,11,18.36,506,78.09,17,0,0,0,PER.4.5.13_1
182,PUNO,MOHO,TILALI,TILALI,2471,0.01,2471,100,0,0,2433,0.02,2433,100,0,0,1981,80.17,0,0,0,0,0,0,738,29.87,263,10.81,333,0.02,405,0.02,553,0,6,29.87,1981,80.17,27.92,0,0,0,PER.22.9.4_1
183,PUNO,SAN ROMAN,CARACOTO,CARACOTO,6818,0.02,6818,100,0,0,4397,0.04,4397,100,0,0,5261,77.16,1,0.01,0,0,0,0,5423,79.54,2017,45.87,2628,0.14,2795,0.15,4187,0,92,79.54,5261,77.16,79.59,1,0.01,0,PER.22.12.3_1
184,PUNO,MOHO,CONIMA,CONIMA,3151,0.01,3151,100,0,0,2592,0.03,2592,100,0,0,2690,85.37,0,0,0,0,0,0,926,29.39,253,9.76,452,0.02,474,0.03,682,0,1,29.39,2690,85.37,25.35,0,0,0,PER.22.9.1_1
185,AREQUIPA,CONDESUYOS,CHICHAS,CHICHAS,675,0,675,100,0,0,436,0,436,100,0,0,84,12.44,14,2.07,0,0,0,0,196,29.04,53,12.16,99,0.01,97,0.01,6,5,122,29.04,84,12.44,7.14,14,2.07,35.71,PER.4.6.3_1
186,AREQUIPA,CARAVELI,HUANUHUANU,TOCOTA,3047,0.01,3047,100,0,0,1298,0.01,1298,100,0,0,1376,45.16,48,1.58,0,0,0,0,885,29.04,217,16.72,464,0.03,421,0.02,338,3,206,29.04,1376,45.16,24.56,48,1.58,6.25,PER.4.3.9_1
187,AREQUIPA,CAYLLOMA,TUTI,TUTI,621,0,621,100,0,0,491,0,491,100,0,0,458,73.75,0,0,0,0,0,0,226,36.39,93,18.94,118,0.01,108,0.01,160,0,19,36.39,458,73.75,34.93,0,0,0,PER.4.5.18_1
188,PUNO,HUANCANE,PUSI,PUSI,4937,0.02,4937,100,0,0,3014,0.03,3014,100,0,0,3932,79.64,0,0,0,0,0,0,2680,54.28,936,31.06,1312,0.07,1368,0.08,2018,0,4,54.28,3932,79.64,51.32,0,0,0,PER.22.5.5_1
189,AREQUIPA,CASTILLA,ANDAGUA,ANDAGUA,1038,0,1038,100,0,0,645,0.01,645,100,0,0,655,63.1,0,0,0,0,0,0,288,27.75,81,12.56,149,0.01,139,0.01,173,0,26,27.75,655,63.1,26.41,0,0,0,PER.4.4.1_1
190,AREQUIPA,CARAVELI,CAHUACHO,CAHUACHO,610,0,610,100,0,0,473,0,473,100,0,0,319,52.3,0,0,0,0,0,0,213,34.92,45,9.51,98,0.01,115,0.01,97,0,34,34.92,319,52.3,30.41,0,0,0,PER.4.3.5_1
191,AREQUIPA,CAYLLOMA,LARI,LARI,904,0,904,100,0,0,564,0.01,564,100,0,0,604,66.81,0,0,0,0,0,0,288,31.86,77,13.65,140,0.01,148,0.01,152,0,42,31.86,604,66.81,25.17,0,0,0,PER.4.5.10_1
192,AREQUIPA,CARAVELI,QUICACHA,QUICACHA,1837,0.01,1837,100,0,0,920,0.01,920,100,0,0,517,28.14,63,3.43,0,0,0,0,830,45.18,213,23.15,417,0.02,413,0.02,238,28,286,45.18,517,28.14,46.03,63,3.43,44.44,PER.4.3.12_1
193,PUNO,LAMPA,SANTA LUCIA,SANTA LUCIA,7028,0.02,1625,23.12,5403,76.88,3346,0.03,1313,39.24,2033,60.76,1351,83.14,0,0,3509,64.95,0,0,1492,91.82,691,52.63,758,0.04,734,0.04,1278,0,7,91.82,4860,69.15,94.6,0,0,0,PER.22.7.9_1
194,PUNO,SAN ROMAN,JULIACA,JULIACA,228726,0.78,10983,4.8,217743,95.2,82009,0.81,7890,9.62,74119,90.38,7979,72.65,0,0,147219,67.61,22,0,8649,78.75,2829,35.86,4341,0.24,4308,0.24,6353,0,125,78.75,155198,67.85,79.62,22,0.01,0,PER.22.12.4_1
195,APURIMAC,CHINCHEROS,URANMARCA,URANMARCA,2650,0.01,2650,100,0,0,1481,0.01,1481,100,0,0,1934,72.98,0,0,0,0,0,0,1167,44.04,270,18.23,554,0.03,613,0.03,768,0,11,44.04,1934,72.98,39.71,0,0,0,PER.3.5.8_1
196,HUANUCO,HUAMALIES,ARANCAY,ARANCAY,1356,0,1356,100,0,0,587,0.01,587,100,0,0,502,37.02,4,0.29,0,0,0,0,623,45.94,126,21.47,320,0.02,303,0.02,191,2,211,45.94,502,37.02,38.05,4,0.29,50,PER.10.4.1_1
197,ANCASH,SANTA,MORO,MORO,8034,0.03,3680,45.81,4354,54.19,3542,0.03,1461,41.25,2081,58.75,638,17.34,99,2.69,687,15.78,227,0.03,2504,68.04,708,48.46,1305,0.07,1199,0.07,410,55,1415,68.04,1325,16.49,64.26,326,4.06,55.56,PER.2.18.5_1
198,ANCASH,ANTONIO RAYMONDI,MIRGAS,MIRGAS,4067,0.01,4067,100,0,0,1817,0.02,1817,100,0,0,2464,60.59,0,0,0,0,0,0,2184,53.7,427,23.5,1067,0.06,1117,0.06,1180,0,177,53.7,2464,60.59,47.89,0,0,0,PER.2.2.5_1
199,ANCASH,SANTA,COISHCO,COISHCO,15979,0.05,0,0,15979,100,4855,0.05,0,0,4855,100,0,0,0,0,498,3.12,1253,0.18,0,0,0,0,0,0,0,0,0,0,0,0,498,3.12,0,1253,7.84,0,PER.2.18.3_1
200,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,LLAMELLIN,3288,0.01,3288,100,0,0,1466,0.01,1466,100,0,0,1520,46.23,2,0.06,0,0,0,0,1342,40.82,255,17.39,693,0.04,649,0.04,594,2,272,40.82,1520,46.23,39.08,2,0.06,100,PER.2.2.4_1
201,ANCASH,SANTA,NUEVO CHIMBOTE,BUENOS AIRES,159321,0.54,936,0.59,158385,99.41,63052,0.62,768,1.22,62284,98.78,128,13.68,60,6.41,10262,6.48,7027,1.02,874,93.38,328,42.71,515,0.03,359,0.02,120,58,523,93.38,10390,6.52,93.75,7087,4.45,96.67,PER.2.18.7_1
202,ANCASH,YUNGAY,YUNGAY,YUNGAY,20070,0.07,10266,51.15,9804,48.85,8060,0.08,4790,59.43,3270,40.57,6364,61.99,39,0.38,4413,45.01,116,0.02,4713,45.91,1067,22.28,2300,0.13,2413,0.13,2619,19,731,45.91,10777,53.7,41.15,155,0.77,48.72,PER.2.20.8_1
203,HUANUCO,HUACAYBAMBA,COCHABAMBA,COCHABAMBA,1576,0.01,1576,100,0,0,774,0.01,774,100,0,0,693,43.97,0,0,0,0,0,0,1015,64.4,263,33.98,539,0.03,476,0.03,387,0,322,64.4,693,43.97,55.84,0,0,0,PER.10.3.2_1
204,ANCASH,HUAYLAS,HUATA,HUATA,1344,0,1344,100,0,0,619,0.01,619,100,0,0,352,26.19,23,1.71,0,0,0,0,744,55.36,138,22.29,357,0.02,387,0.02,181,7,335,55.36,352,26.19,51.42,23,1.71,30.43,PER.2.12.3_1
205,ANCASH,SANTA,NEPEA,NEPEA,14324,0.05,891,6.22,13433,93.78,5779,0.06,482,8.34,5297,91.66,80,8.98,46,5.16,1592,11.85,701,0.1,582,65.32,161,33.4,309,0.02,273,0.02,52,23,357,65.32,1672,11.67,65,747,5.22,50,PER.2.18.6_1
206,ANCASH,HUAYLAS,PAMPAROMAS,PAMPAROMAS,7804,0.03,7804,100,0,0,2915,0.03,2915,100,0,0,3938,50.46,4,0.05,0,0,0,0,5254,67.32,1199,41.13,2591,0.14,2663,0.15,2589,1,1030,67.32,3938,50.46,65.74,4,0.05,25,PER.2.12.6_1
207,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,SAN LUIS,10493,0.04,6707,63.92,3786,36.08,5006,0.05,3637,72.65,1369,27.35,4424,65.96,3,0.04,1889,49.89,0,0,3263,48.65,761,20.92,1576,0.09,1687,0.09,2021,1,161,48.65,6313,60.16,45.68,3,0.03,33.33,PER.2.6.1_1
208,ANCASH,ANTONIO RAYMONDI,CHACCHO,CHACCHO,1368,0,1368,100,0,0,780,0.01,780,100,0,0,680,49.71,0,0,0,0,0,0,582,42.54,140,17.95,290,0.02,292,0.02,295,0,102,42.54,680,49.71,43.38,0,0,0,PER.2.2.2_1
209,ANCASH,SANTA,SANTA,SANTA,19621,0.07,1772,9.03,17849,90.97,5742,0.06,662,11.53,5080,88.47,32,1.81,278,15.69,646,3.62,1027,0.15,1087,61.34,245,37.01,559,0.03,528,0.03,21,165,592,61.34,678,3.46,65.63,1305,6.65,59.35,PER.2.18.9_1
210,ANCASH,HUAYLAS,CARAZ,CARAZ,24128,0.08,8924,36.99,15204,63.01,8298,0.08,3370,40.61,4928,59.39,5304,59.44,73,0.82,4715,31.01,278,0.04,4706,52.73,1018,30.21,2313,0.13,2393,0.13,2544,47,697,52.73,10019,41.52,47.96,351,1.45,64.38,PER.2.12.1_1
211,ANCASH,CORONGO,BAMBAS,BAMBAS,445,0,445,100,0,0,229,0,229,100,0,0,6,1.35,13,2.92,0,0,0,0,228,51.24,47,20.52,115,0.01,113,0.01,4,3,148,51.24,6,1.35,66.67,13,2.92,23.08,PER.2.8.2_1
212,ANCASH,POMABAMBA,PAROBAMBA,PAROBAMBA,5806,0.02,5806,100,0,0,2447,0.02,2447,100,0,0,2843,48.97,1,0.02,0,0,0,0,2454,42.27,628,25.66,1157,0.06,1297,0.07,1228,0,544,42.27,2843,48.97,43.19,1,0.02,0,PER.2.16.2_1
213,PUNO,MELGAR,UMACHIRI,UMACHIRI,3564,0.01,3564,100,0,0,2023,0.02,2023,100,0,0,2651,74.38,0,0,0,0,0,0,2096,58.81,685,33.86,1034,0.06,1062,0.06,1498,0,112,58.81,2651,74.38,56.51,0,0,0,PER.22.8.9_1
214,CUSCO,ESPINAR,PALLPATA,HECTOR TEJADA,4823,0.02,2273,47.13,2550,52.87,2920,0.03,1587,54.35,1333,45.65,1732,76.2,0,0,1669,65.45,0,0,1747,76.86,701,44.17,862,0.05,885,0.05,1376,0,15,76.86,3401,70.52,79.45,0,0,0,PER.8.8.6_1
215,PUNO,AZANGARO,AZANGARO,AZANGARO,30070,0.1,9374,31.17,20696,68.83,12870,0.13,5519,42.88,7351,57.12,7437,79.34,0,0,14196,68.59,0,0,7918,84.47,2589,46.91,3816,0.21,4102,0.23,6204,0,50,84.47,21633,71.94,83.42,0,0,0,PER.22.1.4_1
